Type,YEAR,UniqueID,Fate,COX_TIME,annual_prec_30year,CORE_AREA,Shrub_10M,ARTR_10M,Shrub_H_10M,ARTR_H_10M,VO,AnGrass_10M,PerGrass_10M,ResGrass_10M,FoodF_10M,NFoodF_10M,Bground_10M,Cactus_10M,BioCrust_10M,Rock_10M,Litter_10M,PerGrass_H_10M,ResGrass_H_10M,Shrub_5m,Artr_5m,Shrub_1m,Artr_1m,AnGrass_1M,PerGrass_1M,ResGrass_ 1M,FoodF_1M,NFoodF_1M,BGround_1M,Cactus_1M,BioCrust_1M,Rock_1M,Litter_1M,AnGrass_3M,PerGrass_3M,ResGrass_3M,FoodF_3M,NFoodF_3M,Bground_3M,Cactus_3M,BioCrust_3M,Rock_3M,Litter_3M,Gap_0.5M,Gap_1M,Gap_2M,Gap_3M,
Random,2010,1024,NA,NA,292.2200012,YES,47.35,41.8,56.6875,57.89285714,32.5,1.016666667,15.48333333,4.144444444,9.927777778,1.672222222,25.77222222,0,1.672222222,8.422222222,39.93888889,32.08333333,29.16666667,47.7,43.7,53.25,53.25,0.61,11.74,4.23,7.24,3.01,35.65,0,3.01,9.14,38.75,1.525,20.1625,4.0375,13.2875,0,13.425,0,0,7.525,41.425,8,3,0,0,
Random,2010,1025,NA,NA,284.3399963,YES,18.9,15.75,24.18181818,26.46666667,17.5,0.338888889,12.99444444,18.48888889,6.522222222,0.677777778,22.77222222,0,0,6.583333333,48.27222222,19.75,13.625,15.1,13.2,18.5,18.5,0.61,17.15,17.15,8.12,1.22,27.15,0,0,3.73,43.75,0,7.8,20.1625,4.525,0,17.3,0,0,10.15,53.925,6,4,2,2,
Random,2010,1026,NA,NA,289.5499878,YES,10.85,10.85,35.4,35.4,25,4.85,19.59444444,5.877777778,12.91666667,3.683333333,18.21111111,3.344444444,12.13888889,7.35,39.82777778,38.28571429,26.85714286,12.3,12.3,26.5,26.5,8.12,28.64,6.74,7.62,3.62,21.54,3.01,13.73,0.11,43.55,0.7625,8.2875,4.8,19.5375,3.7625,14.05,3.7625,10.15,16.4,35.175,2,2,0,0,
Random,2010,1027,NA,NA,284.3399963,YES,39.7,16.85,107.2,59.88888889,18.75,0.338888889,9.927777778,6.427777778,5.844444444,2.011111111,25.98888889,0,1.016666667,23.53888889,20.77222222,26.44444444,20.625,41,15.8,34,31,0,11.85,8.45,0,3.01,23.64,0,0.61,35.74,11.35,0.7625,7.525,3.9,13.15,0.7625,28.925,0,1.525,8.2875,32.55,7,6,3,1,
Random,2010,1028,NA,NA,290.8500061,YES,26.6,15.1,33,44.5,13.75,0,11.53888889,6.366666667,8.038888889,0.738888889,40.93333333,0,0,2.072222222,44.05,10.33333333,6.888888889,25.8,14.7,36.75,21,0,9.64,0.83,8.23,1.33,36.15,0,0,3.12,46.15,0,13.9125,13.2875,7.8,0,46.9125,0,0,0.7625,41.425,9,5,1,1,
Random,2010,1029,NA,NA,316.6099854,YES,39.9,15.65,35.93103448,52.71428571,31.25,0,14.43888889,5.494444444,3.805555556,0,42.60555556,0,5.355555556,6.983333333,25.16111111,16.11111111,17.11111111,40.2,22.5,61.75,36.75,0,14.25,8.45,0.72,0,58.05,0,6.63,4.34,16.65,0,14.675,1.8,7.6625,0,23.3,0,3.7625,10.2875,35.8,8,4,0,0,
Random,2010,1030,NA,NA,273.3699951,YES,35,32.9,33.30769231,37.04761905,23.75,0,11.6,6.372222222,2.072222222,1.672222222,21.37777778,0,0.061111111,12.26111111,35.99444444,9.111111111,8,38.5,35.7,40.75,37.75,0,6.74,4.23,3.73,3.01,19.34,0,0.11,0.83,48.55,0,17.675,9.05,0,0,23.925,0,0,26.55,20.3,9,3,0,0,
Random,2010,1031,NA,NA,289.1199951,NO,3.25,0,26.33333333,0,8.75,0.338888889,5.416666667,2.194444444,0.4,1.138888889,81.99444444,0,14.23888889,10.54444444,7.05,6.111111111,7.111111111,6.5,0,16.25,0,0,6.74,0.94,0.72,1.33,87.55,0,18.12,4.84,7.85,0.7625,3.7625,3.7625,0,0.9,75.05,0,9.3875,17.675,6.05,0,0,0,0,
Random,2010,1032,NA,NA,273.3699951,YES,29.2,7.65,25.66666667,46,32.5,0,21.76666667,4.883333333,3.866666667,0.061111111,24.87222222,0,1.672222222,0.861111111,34.66111111,24,16.88888889,26.8,15.3,28,27.25,0,24.05,7.35,0.94,0.11,11.74,0,3.01,0.72,50.65,0,18.9125,1.8,7.525,0,41.2875,0,0,1.0375,14.675,7,4,2,0,
Random,2010,1033,NA,NA,273.3699951,NO,13.5,10.45,25.5,30.42857143,27.5,0,14.16111111,7.661111111,9.927777778,7.516666667,17.04444444,0,0,6.983333333,25.43888889,22.66666667,15.44444444,26.6,20.9,42.5,42.5,0,11.35,11.85,14.14,13.53,17.15,0,0,11.24,29.25,0,17.675,2.425,4.6625,0,16.9125,0,0,1.6625,20.675,2,2,1,0,
Random,2010,1034,NA,NA,284.1199951,NO,5.75,5.75,36,36,22.5,16.67777778,13.04444444,8.655555556,5.138888889,2.688888889,20.98888889,0.338888889,0.4,6.711111111,32.93888889,20.22222222,12.22222222,11.5,11.5,28.75,28.75,17.51,16.24,4.34,6.02,1.22,19.75,0.61,0.61,2.44,45.65,15.6375,9.05,14.05,4.0375,4.525,22.5375,0,0.1375,12.05,17.05,0,0,0,0,
Random,2010,1035,NA,NA,274.0700073,NO,40.25,38.95,27.12903226,26.73333333,15,3.683333333,19.65555556,1.322222222,2.35,2.072222222,16.65,9.727777778,3.744444444,15.69444444,49.49444444,27.11111111,19,38.1,35.5,24.75,18.25,3.01,19.75,1.05,4.23,0.72,16.13,17.51,3.62,10.63,53.05,4.525,19.5375,1.6625,0,3.7625,17.3,0,3.9,22.025,45.05,8,0,0,0,
Random,2010,1036,NA,NA,310.0700073,YES,19.05,0,17.30769231,0,10,0,12.70555556,8.038888889,1.733333333,0.461111111,27.32222222,0,0.677777778,16.53888889,31.88333333,14,10.5,18.7,0,29.25,0,0,7.24,11.24,0,0.83,23.14,0,0,6.74,33.75,0,19.5375,4.0375,3.9,0,32.55,0,1.525,28.7875,29.55,6,2,2,1,
Random,2010,1037,NA,NA,341.4500122,YES,8,4.6,25.5,23.33333333,6.25,2.011111111,7.6,1.938888889,1.016666667,0.061111111,25.27222222,0,0.4,5.877777778,21.05,13.875,7.75,16,9.2,27.5,10.5,3.62,11.74,2.05,1.22,0,38.75,0,0.72,4.34,19.25,0,2.425,1.8,0.7625,0.1375,8.425,0,0,7.8,23.3,1,0,0,0,
Random,2010,1038,NA,NA,266.7000122,NO,7.65,0,29.5,0,17.5,0,7.977777778,1.138888889,2.75,2.072222222,48.21111111,0,0.061111111,13.19444444,22.32777778,5.555555556,4.111111111,15.3,0,36.5,0,0,10.63,1.33,4.23,0.72,65.65,0,0.11,6.13,26.35,0,4.6625,0.9,0.9,3.7625,26.4125,0,0,22.025,17.3,1,0,0,0,
Random,2010,1039,NA,NA,341.4500122,YES,28.45,23.85,33,42,17.5,0,10.88333333,1.938888889,8.255555556,1.016666667,19.65555556,0,0.4,7.761111111,28.82777778,14.11111111,9.444444444,33,24.9,51.5,39,0,7.85,2.05,3.62,0,7.24,0,0,10.63,33.75,0,14.675,1.8,14.05,2.2875,35.175,0,0.9,4.175,22.675,6,4,1,0,
Random,2010,1040,NA,NA,260.7799988,YES,18,0,22.375,0,16.25,1.672222222,12.48888889,6.488888889,4.083333333,2.072222222,33.98333333,1.672222222,2.072222222,6.705555556,51.99444444,14.875,10.5,28.4,0,59.75,0,3.01,14.14,11.24,1.22,3.62,35.54,3.01,3.73,8.34,48.55,0,10.425,0.55,7.6625,0.1375,32.0375,0,0,4.6625,56.3,3,2,1,1,
Random,2010,1041,NA,NA,236.9600067,YES,9.8,0,23.28571429,0,8.75,7.011111111,5.038888889,2.533333333,5.355555556,1.733333333,37.16111111,0,1.733333333,14.80555556,15.54444444,34.125,12.25,12.7,0,26.25,0,12.51,4.84,3.84,3.62,3.12,30.85,0,0.11,19.14,21.24,0.1375,5.2875,0.9,7.525,0,45.05,0,3.7625,9.3875,8.425,3,2,2,1,
Random,2010,1042,NA,NA,326.9700012,YES,45.8,39,38.96551724,46.57894737,27.5,0,11.15555556,6.494444444,6.644444444,0.4,39.27222222,1.672222222,0,9.083333333,50.38333333,18.33333333,11,48.2,44.9,62,62,0,8.84,4.45,8.34,0.72,43.05,0,0,15.74,40.65,0,14.05,9.05,4.525,0,34.55,3.7625,0,0.7625,62.55,7,2,1,0,
Random,2010,1043,NA,NA,363.4100037,YES,21.05,0,17.05882353,0,11.25,0,9.438888889,4.883333333,7.977777778,7.011111111,19.1,0,0,10.13888889,27.38333333,14.33333333,11.88888889,30.7,0,41.25,0,0,10.25,4.45,11.24,0,19.25,0,0,7.62,33.05,0,8.425,5.425,3.9,15.775,18.9125,0,0,13.2875,20.3,8,5,0,0,
Random,2010,1044,NA,NA,340.7000122,YES,14.1,0.3,15.42105263,18,15,0,11.93888889,5.438888889,6.922222222,0.8,29.38333333,0,0.338888889,4.083333333,45.38333333,19.22222222,16.44444444,20.1,0.6,39.5,1.5,0,4.95,2.55,11.74,0.61,24.25,0,0.61,3.73,41.15,0,20.675,9.05,0.9,1.0375,35.8,0,0,4.525,50.675,9,5,2,1,
Random,2010,1045,NA,NA,224.0200043,YES,34.95,30.3,86.09090909,100.5714286,87.5,1.672222222,16.92777778,8.088888889,5.188888889,2.35,32.37222222,4.172222222,0.338888889,9.188888889,42.26666667,36.14285714,9.333333333,49.9,48.8,56.25,56.25,3.01,25.63,13.73,1.22,0,37.64,7.51,0.61,6.02,40.54,0,6.05,1.0375,10.15,5.2875,25.7875,0,0,13.15,44.425,4,3,0,0,
Random,2010,1046,NA,NA,239.6999969,YES,16.9,8.15,26.58333333,29.8,11.25,1.672222222,14.37777778,6.266666667,1.416666667,4.572222222,38.49444444,0,1.733333333,9.144444444,33.38333333,16.33333333,13.375,24.3,11.6,25,5.75,3.01,4.34,1.94,0.72,0.61,48.25,0,3.12,13.34,39.05,0,26.925,11.675,2.2875,9.525,26.3,0,0,3.9,26.3,6,3,1,1,
Random,2010,1047,NA,NA,239.7400055,YES,6.05,0,10.83333333,0,13.75,0,13.38333333,8.438888889,10.41666667,6.183333333,33.05,0,0,7.322222222,35.99444444,11.44444444,9.333333333,7.2,0,16,0,0,19.25,8.45,18.03,0.61,31.35,0,0,8.84,45.65,0,6.05,8.425,0.9,13.15,35.175,0,0,5.425,23.925,4,4,3,1,
Random,2010,1048,NA,NA,243.9600067,YES,22.45,21.2,19.53333333,23.36363636,35,0.338888889,9.716666667,5.1,3.088888889,4.172222222,27.66111111,0,7.627777778,11.14444444,32.32777778,25.75,22.75,35.8,34.2,52,49.5,0,12.65,4.84,3.73,7.51,26.15,0,13.12,1.33,34.05,0.7625,6.05,5.425,2.2875,0,29.55,0,0.7625,23.4125,30.175,5,4,2,2,
Random,2010,1049,NA,NA,220.9600067,YES,14.35,14.35,42.625,42.625,6.25,0,5.755555556,1.077777778,2.194444444,4.572222222,53.43888889,0,0,5.694444444,22.15555556,9.777777778,4.333333333,23.5,23.5,29.25,29.25,0,6.74,1.33,3.62,7.62,46.15,0,0,6.63,21.35,0,4.525,0.7625,0.4125,0.7625,62.55,0,0,4.525,23.1625,4,1,1,1,
Random,2010,1050,NA,NA,231.5500031,YES,28.5,22.95,27.88461538,34.33333333,27.5,0,16.21666667,13.10555556,2.072222222,2.35,24.54444444,4.172222222,2.011111111,3.15,53.16111111,20,19,32.9,30.9,58.25,58.25,0,15.05,11.85,3.73,3.62,18.64,0,0.61,2.55,62.55,0,17.675,14.675,0,0.7625,31.925,9.3875,3.7625,3.9,41.425,10,3,0,0,
Random,2010,1051,NA,NA,227.5899963,NO,37.7,37.7,45.88888889,45.88888889,32.5,4.233333333,7.211111111,5.1,0.738888889,2.072222222,42.60555556,9.727777778,0.4,6.644444444,36.54444444,23.85714286,15.14285714,37,37,38.5,38.5,0.11,9.75,4.95,0,0.61,36.15,17.51,0.72,1.33,32.64,9.3875,4.0375,5.2875,1.6625,3.9,50.675,0,0,13.2875,41.425,8,4,0,0,
Random,2010,1052,NA,NA,251.75,YES,31.4,0,20.95,0,10,0,9.544444444,6.766666667,5.538888889,3.027777778,38.20555556,0.061111111,9.3,4.633333333,24.99444444,10.33333333,8.888888889,34.4,0,42,0,0,15.85,4.45,3.34,4.23,33.75,0,3.62,7.73,21.35,0,1.6625,9.6625,8.2875,1.525,43.775,0.1375,16.4,0.7625,29.55,10,4,1,0,
Random,2010,1053,NA,NA,249.5899963,YES,11.3,0,21.33333333,0,6.25,0,2.472222222,2.316666667,7.516666667,2.011111111,26.32777778,0,0,12.53888889,30.60555556,3.777777778,17.11111111,16.9,0,38.5,0,0,3.73,0.44,10.52,0.61,43.55,0,0,21.85,34.05,0,0.9,4.6625,3.7625,3.7625,4.8,0,0,0.9,26.3,6,3,2,1,
Random,2010,1054,NA,NA,421.2000122,NO,47.4,37.45,49.22222222,56.47368421,35,0,26.21666667,19.37777778,5.416666667,2.75,18.04444444,0,4.511111111,3.683333333,50.38333333,29.44444444,21.33333333,46.9,33,44,41.75,0,33.55,26.04,6.63,1.22,8.84,0,8.12,3.62,60.15,0,17.05,11.05,3.9,4.6625,29.55,0,0,3.7625,38.175,8,2,0,0,
Random,2010,1055,NA,NA,404.8699951,NO,37.55,0,14.61764706,0,16.25,0,9.761111111,1.538888889,7.627777778,2.35,37.86666667,0,0.338888889,7.977777778,32.32777778,15.77777778,12.33333333,39.9,0,41.75,0,0,8.84,1.44,0,3.62,53.14,0,0.61,3.73,31.65,0,10.9125,1.6625,17.1625,0.7625,18.775,0,0,13.2875,33.175,5,4,1,0,
Random,2010,1056,NA,NA,274.5400085,YES,52.8,17.7,33.76923077,54.75,43.75,0,16.82777778,13.10555556,4.911111111,4.572222222,23.65555556,0,0.338888889,5.877777778,49.49444444,25.11111111,24.72222222,58.2,28.9,60.75,30.25,0,21.15,21.65,0.61,0.11,21.54,0,0.61,4.45,43.55,0,11.425,2.425,10.2875,10.15,26.3,0,0,7.6625,56.925,8,1,0,0,
Random,2010,1057,NA,NA,399.9200134,YES,43.05,0,21.88571429,0,17.5,6.95,25.16111111,25.16111111,4.572222222,0.738888889,4.544444444,0.338888889,0.4,2.872222222,61.77222222,23.88888889,24.88888889,52.9,0,56,0,0,35.65,26.65,8.12,1.22,7.35,0,0.61,1.33,68.05,15.6375,12.05,23.3,0.1375,0.1375,1.0375,0.7625,0.1375,4.8,53.925,6,0,0,0,
Random,2010,1058,NA,NA,329.6099854,YES,8.05,8.05,26.5,26.5,22.5,4.172222222,6.494444444,5.938888889,1.6,2.411111111,40.59444444,0,0.677777778,27.32222222,13.66111111,16.66666667,10.88888889,16.1,16.1,40.25,40.25,0,7.85,7.35,1.94,3.73,53.05,0,0.61,28.55,17.35,9.3875,4.8,4.175,1.175,0.7625,25.025,0,0.7625,25.7875,9.05,0,0,0,0,
Random,2010,1059,NA,NA,424.0899963,YES,4,0,23.25,0,8.75,1.672222222,14.88333333,6.433333333,2.75,0.338888889,24.99444444,0,0.677777778,14.92777778,33.32777778,15.33333333,16.88888889,8,0,13.25,0,3.01,17.15,4.95,0.72,0.61,21.35,0,1.22,8.23,51.15,0,12.05,8.2875,5.2875,0,29.55,0,0,23.3,11.05,2,2,2,0,
Random,2010,1060,NA,NA,344.3099976,YES,40.55,16.7,31.9,45.6,12.5,0,6.327777778,7.044444444,0.183333333,2.35,28.99444444,0,4.172222222,2.811111111,26.32777778,14.77777778,10.22222222,44,21,46.75,33.25,0,3.05,9.45,0.22,0.61,29.55,0,0,3.62,23.75,0,10.425,4.0375,0.1375,4.525,28.3,0,9.3875,1.8,29.55,8,2,0,0,
Random,2010,1061,NA,NA,399.3099976,NO,39.4,25.6,40.05263158,48.75,30,0.338888889,15.60555556,13.65555556,7.366666667,4.511111111,29.10555556,0,3.344444444,5.416666667,40.60555556,16.22222222,15.22222222,42.9,32.5,58,55.25,0.61,23.75,16.24,9.64,8.12,19.25,0,3.01,3.01,47.55,0,5.425,10.425,4.525,0,41.425,0,3.7625,8.425,31.925,6,5,1,0,
Random,2010,1062,NA,NA,331.0299988,YES,63.4,34.15,52.30188679,78.5,56.25,7.011111111,18.71666667,3.427777778,11.87777778,7.916666667,21.05,0,3.683333333,10.69444444,43.66111111,32.22222222,16,63.7,38.8,72,43.5,0,12.15,1.33,14.75,3.62,31.15,0,0,3.62,38.05,15.775,26.925,6.05,8.2875,13.2875,8.425,0,8.2875,19.5375,50.675,5,0,0,0,
Random,2010,1063,NA,NA,424.0899963,YES,27.85,26.85,58.38461538,60.08333333,21.25,0.338888889,13.38333333,2.316666667,6.155555556,0,25.21111111,0,0.677777778,3.15,47.60555556,20.11111111,13.66666667,31.7,31.7,28.75,28.75,0.61,7.85,0.83,1.44,0,38.14,0,0.61,3.84,40.65,0,20.3,4.175,12.05,0,9.05,0,0.7625,2.2875,56.3,7,2,0,0,
Random,2010,1064,NA,NA,382.4200134,YES,20.95,0,22.28571429,0,6.25,0,11.93888889,13.54444444,3.683333333,1.672222222,37.32777778,0,0.061111111,8.438888889,19.60555556,13.77777778,11.22222222,28,0,29.75,0,0,14.75,21.15,0.61,3.01,34.05,0,0,11.35,18.75,0,8.425,4.0375,7.525,0,41.425,0,0.1375,4.8,20.675,9,5,1,0,
Random,2010,1065,NA,NA,281.5400085,YES,27.3,3.75,27.93103448,29.5,18.75,0.061111111,11.87777778,2.155555556,8.316666667,0.061111111,18.10555556,0.338888889,0.4,8.316666667,29.10555556,14.88888889,8.111111111,28.9,2.1,38.5,0,0.11,10.25,2.05,14.14,0,12.35,0.61,0.72,6.63,35.65,0,13.9125,2.2875,1.0375,0.1375,25.3,0,0,10.425,20.925,9,4,1,0,
Random,2010,1066,NA,NA,282.1799927,YES,39.1,0,12.5,0,2.5,1.672222222,12.48888889,3.272222222,6.522222222,2.688888889,15.26666667,0,0,13.04444444,38.49444444,17.33333333,10.33333333,48.7,0,45.5,0,0,10.74,4.45,8.12,1.83,21.24,0,0,4.34,45.65,3.7625,14.675,1.8,4.525,3.7625,7.8,0,0,23.925,29.55,8,1,0,0,
Random,2010,1067,NA,NA,217.4700012,NO,10.95,5.85,25.33333333,39,17.5,0,5.816666667,9.422222222,11.09444444,1.672222222,35.08888889,6.95,0,7.916666667,49.32777778,10.22222222,4.666666667,21.9,11.7,36.5,29.25,0,3.84,13.23,4.34,0,25.63,12.51,0,10.52,67.55,0,8.2875,4.6625,19.5375,3.7625,46.9125,0,0,4.6625,26.55,2,1,0,0,
Random,2010,1068,NA,NA,217.4700012,YES,4,0,28.5,0,15,0.338888889,18.38333333,12.76666667,8.194444444,0,12.93333333,0,1.672222222,9.588888889,38.49444444,20.75,15,7.6,0,19,0,0.61,21.85,19.25,8.12,0,11.24,0,3.01,11.13,45.65,0,14.05,4.6625,8.2875,0,15.05,0,0,7.6625,29.55,1,1,1,1,
Random,2010,1069,NA,NA,211.25,YES,8.8,8.8,32,32,13.75,0.061111111,4.355555556,2.533333333,0.4,0.338888889,35.42777778,0,0.061111111,2.75,49.32777778,3.555555556,9,17.6,17.6,44,44,0,7.62,3.73,0.72,0,43.14,0,0.11,3.62,38.25,0.1375,0.275,1.0375,0,0.7625,25.7875,0,0,1.6625,63.175,1,0,0,0,
Random,2010,1070,NA,NA,210.8600006,YES,17.55,9.45,20.4,38,36.25,0.338888889,6.772222222,1.938888889,4.144444444,0.061111111,53.43888889,0,1.672222222,11.15555556,12.21666667,12.55555556,10,24.9,17.3,44.5,43.25,0,3.05,1.55,6.63,0,63.05,0,0,3.84,14.75,0.7625,11.425,2.425,1.0375,0.1375,41.425,0,3.7625,20.3,9.05,7,6,0,0,
Random,2010,1071,NA,NA,211.25,YES,30.8,22.95,26.33333333,35.42857143,15,0,7.705555556,9.927777778,0.461111111,2.011111111,34.6,0,0.338888889,5.755555556,37.81666667,18,14.75,26.3,17.4,31.5,31,0,6.63,3.73,0,0,45.54,0,0.61,6.63,37.53,0,9.05,17.675,1.0375,4.525,20.925,0,0,4.6625,38.175,10,5,0,0,
Random,2010,1072,NA,NA,202.0500031,NO,8.15,8.15,34,34,11.25,0,14.16111111,12.38333333,1.755555556,2.011111111,22.6,4.172222222,0.4,3.366666667,37.60555556,23.11111111,11.88888889,9.9,9.9,24.75,24.75,0,16.35,20.85,2.44,3.62,19.14,7.51,0.61,4.84,39.05,0,11.425,1.8,0.9,0,26.925,0,0.1375,1.525,35.8,1,1,1,0,
Random,2011,1073,NA,NA,237.4700012,YES,45.1,38.25,27.84615385,31,6.25,0.061111111,5.772222222,2.438888889,0.983333333,0.183333333,23.87777778,0,1.672222222,4.972222222,31.60555556,13.77777778,12.11111111,51.2,43.1,52.5,39.5,0.11,8.45,3.45,1.44,0.22,34.25,0,3.01,7.62,25.85,0,2.425,1.175,0.4125,0.1375,10.9125,0,0,1.6625,38.8,7,3,0,0,
Random,2011,1074,NA,NA,274.480011,YES,34.95,15.5,15.36666667,25.625,20,0,14.71666667,7.383333333,3.427777778,0.061111111,19.60555556,0,0.061111111,4.083333333,47.88333333,13.44444444,13.66666667,42.2,30.2,51.75,48.25,0,19.25,11.85,1.33,0.11,19.55,0,0.11,3.73,40.65,0,9.05,1.8,6.05,0,19.675,0,0,4.525,56.925,9,4,1,0,
Random,2011,1075,NA,NA,261.3200073,YES,34.25,0,16.20689655,0,15,0,6.494444444,4.266666667,10.07777778,0.461111111,25.27222222,0,0,4.361111111,35.82777778,13.33333333,9.125,44.9,0,43.75,0,0,2.05,3.84,10.63,0.11,41.15,0,0,4.23,26.35,0,12.05,4.8,9.3875,0.9,5.425,0,0,4.525,47.675,10,2,0,0,
Random,2011,1076,NA,NA,224.7599945,YES,38.05,0,23.13333333,0,18.75,0,16.05,7.55,1.416666667,2.35,24.93333333,0,2.072222222,13.10555556,30.43888889,24.11111111,19.44444444,38.7,0,41.25,0,0,7.85,6.85,1.83,3.62,29.25,0,3.12,16.35,24.25,0,26.3,8.425,0.9,0.7625,19.5375,0,0.7625,9.05,38.175,9,3,0,0,
Random,2011,1077,NA,NA,246.4600067,YES,30.5,15.15,21.91666667,34.11111111,18.75,0.4,7.322222222,4.144444444,1.077777778,1.077777778,20.42222222,0,0.061111111,13.37777778,51.99444444,22,14.4375,39.9,30.3,53.5,47.5,0.11,11.74,6.74,0.72,1.22,33.14,0,0.11,1.44,58.05,0.7625,1.8,0.9,1.525,0.9,4.525,0,0,28.3,44.425,7,4,1,0,
Random,2011,1078,NA,NA,215.9100037,YES,19.15,0,17.5,0,8.75,0.338888889,14.37777778,7.322222222,7.916666667,3.683333333,27.03333333,0,4.294444444,6.922222222,38.77222222,23,20.11111111,22.4,0,29.75,0,0,7.24,4.34,8.23,3.62,28.03,0,0.11,4.34,41.65,0.7625,23.3,11.05,7.525,3.7625,25.7875,0,9.525,10.15,35.175,10,3,0,0,
Random,2011,1079,NA,NA,242.3500061,YES,38.15,26.35,17.74193548,22.35294118,18.75,2.011111111,2.75,2.133333333,0.861111111,0.338888889,20.15555556,0,0.338888889,17.75555556,42.88333333,37.25,50.5,37.7,27.3,33.25,29.75,3.01,1.22,3.12,1.44,0,18.14,0,0.61,19.34,38.55,0.7625,4.6625,0.9,0.1375,0.7625,22.675,0,0,15.775,48.3,5,2,1,0,
Random,2011,1080,NA,NA,270.4299927,YES,24.55,12.1,18.375,25,20,0.061111111,10.6,6.766666667,8.961111111,2.688888889,40.65555556,9.788888889,0.338888889,5.25,22.38333333,14.22222222,18.88888889,22.5,15.4,27,27,0.11,18.25,11.85,0.61,3.62,47.55,0.11,0.61,8.73,21.15,0,1.0375,0.4125,19.4,1.525,32.0375,21.8875,0,0.9,23.925,8,5,2,0,
Random,2011,1081,NA,NA,230.0800018,YES,30.65,20,19.43333333,19.4375,18.75,1.672222222,15.14444444,2.872222222,13.31666667,2.35,25.98888889,0,0.338888889,13.31666667,26.60555556,26.125,13.1875,30.9,18.8,35.75,27.5,0,23.64,3.84,15.74,4.23,28.75,0,0,11.35,36.15,3.7625,4.525,1.6625,10.2875,0,22.5375,0,0.7625,15.775,14.675,11,2,0,0,
Random,2011,1082,NA,NA,241.7400055,YES,31.35,31.35,18.5,18.5,16.25,0,6.772222222,4.883333333,5.694444444,8.255555556,25.32777778,0,1.672222222,21.75555556,25.43888889,15.22222222,10.77777778,36.3,36.3,45.25,45.25,0,4.95,6.85,6.63,11.13,33.55,0,0,16.13,29.25,0,9.05,2.425,4.525,4.6625,15.05,0,3.7625,28.7875,20.675,9,3,0,0,
Random,2011,1083,NA,NA,242.3500061,YES,32.85,0,15.6,0,7.5,0.061111111,14.03888889,6.155555556,7.966666667,0.4,26.81666667,0,3.466666667,7.638888889,38.66111111,37.5,31.125,38.7,0,48,0,0,21.54,7.35,13.12,0.11,15.74,0,3.23,10.63,43.55,0.1375,4.6625,4.6625,1.525,0.7625,40.6625,0,3.7625,3.9,32.55,10,4,1,0,
Random,2011,1084,NA,NA,310.3099976,YES,23.5,0,15,0,16.25,0,13.81111111,1.877777778,1.477777778,0,58.71666667,1.672222222,4.233333333,17.70555556,8.994444444,23.125,15.25,26.5,0,33.25,0,0,21.13,1.94,1.44,0,57.55,3.01,7.62,13.64,4.45,0,4.6625,1.8,1.525,0,60.175,0,0,22.7875,14.675,10,4,1,0,
Random,2011,1085,NA,NA,209.3200073,YES,23.65,22.4,17.63157895,17.82352941,17.5,0,11.77222222,4.822222222,10.75555556,0.8,22.21666667,0,0,4.205555556,33.21666667,16.66666667,12.33333333,35.5,34,47.25,47.25,0,9.95,2.44,16.24,0.61,15.85,0,0,0.83,36.15,0,14.05,7.8,3.9,1.0375,30.175,0,0,8.425,29.55,4,3,0,0,
Random,2011,1086,NA,NA,310.3099976,YES,19.65,0,12.8125,0,16.25,0,9.438888889,3.55,2.472222222,0.738888889,42.60555556,0,0,2.472222222,36.60555556,20,10.11111111,23.7,0,47,0,0,10.25,2.05,0.83,1.33,55.15,0,0,1.22,20.85,0,8.425,5.425,4.525,0,26.925,0,0,4.0375,56.3,8,3,2,0,
Random,2011,1087,NA,NA,413.8699951,YES,34.2,34.2,39.10526316,39.10526316,28.75,0,8.766666667,9.483333333,4.022222222,2.35,42.26666667,0,0.738888889,15.26666667,20.27222222,10.88888889,11.11111111,41.9,41.9,36.75,36.75,0,1.94,3.84,4.23,3.01,53.05,0,0.61,11.85,7.85,0,17.3,16.5375,3.7625,1.525,28.7875,0,0.9,19.5375,35.8,8,4,0,0,
Random,2011,1088,NA,NA,556.4199829,YES,18.75,9.45,28.5,34.4,21.25,5.905555556,3.988888889,6.272222222,4.144444444,0,21.05,0,1.672222222,11.09444444,28.55,24.22222222,15.22222222,26.3,13.2,50.75,32.75,10.52,3.45,7.95,3.84,0,14.25,0,0,3.73,42.55,0.1375,4.6625,4.175,4.525,0,29.55,0,3.7625,20.3,11.05,3,3,0,0,
Random,2011,1089,NA,NA,279.1400146,NO,22.6,21.05,32.76470588,35.2,1.25,0,11.87777778,4.822222222,13.41111111,0.677777778,24.59444444,0,0.4,3.744444444,53.16111111,15.11111111,10.11111111,29.3,28.5,48,48,0,11.74,7.24,21.13,0,10.63,0,0.72,3.01,67.55,0,12.05,1.8,3.7625,1.525,42.05,0,0,4.6625,35.175,6,4,2,1,
Random,2011,1091,NA,NA,317.5899963,NO,52.95,50.05,57.44736842,56.35135135,41.25,2.072222222,11.43333333,6.766666667,2.411111111,2.35,26.03888889,0,0,1.794444444,51.82777778,27.14285714,22.14285714,52.2,46.4,37.5,27.75,0.72,19.75,10.85,4.23,0.61,11.24,0,0,3.01,63.05,3.7625,1.0375,1.6625,0.1375,4.525,44.5375,0,0,0.275,37.8,5,2,0,0,
